bleu4,meteor,runtime_seconds,samples,implementation,recur_type,recur_layers,hidden_size,model_path,weight_path
0.13942994292073765,0.25141083128403585,61.02088809013367,1012,scratch,rnn,1,512,models/rnn/rnn_layers1_hidden512_len33.keras,models/rnn/rnn_layers1_hidden512_len33.npz
0.14303574903058314,0.27103330834526046,114.72957110404968,1012,scratch,lstm,1,512,models/rnn/lstm_layers1_hidden512_len33.keras,models/rnn/lstm_layers1_hidden512_len33.npz
