epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,2.2829482555389404,0.6670771837234497,1.8939381837844849,0.681941032409668
1,1.7707836627960205,0.713765025138855,1.6623437404632568,0.7264454364776611
2,1.5720322132110596,0.7339583039283752,1.5521154403686523,0.7346462607383728
3,1.4563308954238892,0.7442091703414917,1.424278736114502,0.7492971420288086
4,1.3514186143875122,0.7543902397155762,1.3478704690933228,0.755993127822876
5,1.2640551328659058,0.76198410987854,1.272986888885498,0.7626773118972778
6,1.189602255821228,0.7678912281990051,1.2347408533096313,0.7656146883964539
7,1.1314022541046143,0.7727031111717224,1.1955167055130005,0.7693612575531006
8,1.0829761028289795,0.7765045762062073,1.169940710067749,0.7729939818382263
9,1.0413163900375366,0.7805564999580383,1.165339708328247,0.7730239629745483
