epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.866708755493164,0.7163189053535461,1.4440515041351318,0.7463237643241882
1,1.3474072217941284,0.7561094760894775,1.2901078462600708,0.7626832723617554
2,1.2101926803588867,0.768017053604126,1.2159004211425781,0.7704163789749146
3,1.1165928840637207,0.7759184241294861,1.1750315427780151,0.7732218503952026
4,1.0482758283615112,0.7819973826408386,1.1639173030853271,0.7767766118049622
5,0.9924213886260986,0.7874250411987305,1.1407549381256104,0.7789047956466675
6,0.9422317147254944,0.7924102544784546,1.1475048065185547,0.7798158526420593
7,0.9018890857696533,0.7971349954605103,1.1397080421447754,0.7802295684814453
8,0.8614887595176697,0.802133321762085,1.1455042362213135,0.7800378799438477
9,0.8261289596557617,0.8070720434188843,1.1457366943359375,0.7816444635391235
