bleu4,meteor,runtime_seconds,samples,max_length,implementation,recur_type
0.1506824705194339,0.2595960063164152,17.77483320236206,1012,10,keras,lstm
0.14305302711352474,0.27103330834526046,48.34945297241211,1012,20,keras,lstm
0.14303574903058314,0.27103330834526046,93.92332696914673,1012,33,keras,lstm
