epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,2.7415060997009277,0.654149055480957,1.9374127388000488,0.6876121163368225
1,1.8658584356307983,0.7073109745979309,1.7985308170318604,0.7101160883903503
2,1.6688485145568848,0.7272741198539734,1.571780800819397,0.7344123125076294
3,1.5222158432006836,0.7376223206520081,1.4893580675125122,0.7387825846672058
4,1.4463938474655151,0.7462067008018494,1.4280507564544678,0.7483800649642944
5,1.381492257118225,0.7543066143989563,1.3771132230758667,0.7552379965782166
6,1.331770658493042,0.7581931352615356,1.3405135869979858,0.7579473853111267
7,1.2938987016677856,0.7612522840499878,1.3132151365280151,0.7605970501899719
8,1.257791519165039,0.7646779417991638,1.2879602909088135,0.7637202739715576
9,1.2237794399261475,0.7674968838691711,1.2637165784835815,0.7654528021812439
