epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,2.5480756759643555,0.674116849899292,1.6596630811691284,0.7298744320869446
1,1.5198348760604858,0.7394758462905884,1.4334681034088135,0.7469412088394165
2,1.3692522048950195,0.7538331151008606,1.3396239280700684,0.7579416036605835
3,1.280124306678772,0.7625939249992371,1.294050693511963,0.7606689929962158
4,1.219800591468811,0.7685670852661133,1.260378360748291,0.7651770114898682
5,1.1708886623382568,0.7735502123832703,1.2321072816848755,0.7680545449256897
6,1.1312940120697021,0.7774952054023743,1.2218255996704102,0.7688276171684265
7,1.0979313850402832,0.7806477546691895,1.2047748565673828,0.7715193033218384
8,1.065870761871338,0.7838615775108337,1.2008531093597412,0.7709917426109314
9,1.0379549264907837,0.7874011993408203,1.1872968673706055,0.7740491032600403
