epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,2.0272631645202637,0.6971126198768616,1.647578239440918,0.727074921131134
1,1.5288516283035278,0.7388036847114563,1.4858050346374512,0.7415879964828491
2,1.3915200233459473,0.7509747743606567,1.3809229135513306,0.7520427107810974
3,1.3143781423568726,0.7577726244926453,1.3660892248153687,0.7527680993080139
4,1.2520060539245605,0.7625558376312256,1.3046787977218628,0.7596619129180908
5,1.1991373300552368,0.7669552564620972,1.2584043741226196,0.7660402655601501
6,1.1468634605407715,0.7714449167251587,1.2316696643829346,0.766663670539856
7,1.1151583194732666,0.7740978002548218,1.2613496780395508,0.7659563422203064
8,1.0874488353729248,0.7763162851333618,1.2114759683609009,0.7710038423538208
9,1.0412297248840332,0.7803438901901245,1.2006953954696655,0.7721367478370667
