epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,2.5878944396972656,0.6590718030929565,1.8526417016983032,0.7021369934082031
1,1.7156082391738892,0.7245129942893982,1.587339997291565,0.7330515384674072
2,1.5112789869308472,0.7407401204109192,1.4517717361450195,0.7474027872085571
3,1.4054341316223145,0.7517457604408264,1.38481605052948,0.7557833194732666
4,1.345224142074585,0.7586625218391418,1.343332290649414,0.7596257925033569
5,1.2979294061660767,0.7627596855163574,1.307643175125122,0.7626773715019226
6,1.2571570873260498,0.7659055590629578,1.2809618711471558,0.7646914124488831
7,1.2240421772003174,0.7683945894241333,1.259732723236084,0.7665437459945679
8,1.1955206394195557,0.7707927227020264,1.2431306838989258,0.7680724263191223
9,1.1701234579086304,0.7728510499000549,1.2286680936813354,0.768929660320282
